N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,a_K,A_spread,A_ratio,a_fit_ref_dimless,a_nc_m,a_nc_over_rc,lambda_K,p_exp,root_count,min_root_count,root_choice,a_star_m,a_star_over_rc,E_star_J,delta_lambda_over_rc,is_min,status,uses_local_sst_core,ideal_source,notes,bs_backend,t_geometry_s,t_scan_s,t_fit_s,t_total_block_s,contact_model,root_selection_mode,closure_x_from_A,closure_x_minus_1,beta_dimless,F_at_x1,contact_force_at_x1,continuation_prev_a_star_over_rc,continuation_jump,theorem_candidate_no_contact,theorem_candidate_full_model,root_solver_space,F_at_root,root_xtol,root_rtol
32000,32000,32000,16.3724604307158,0.9999704050183138,global,,0,0.07978703349940258,-0.2466801368544509,nan,1.0026334331737834,0.026081390161629112,1.4108241646030826e-15,1.0013158508551552,0.0,2,1,1,closest_to_a_nc,1.4108241646030826e-15,1.0013158508551552,1.5488993849348103e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",no-contact case,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.86131023600046,legacy,continuation,1.0013158508551552,0.0013158508551551762,6.282999341185258,-0.002633433173783395,0.0,nan,nan,True,True,dimensionless_x,0.0,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,global,,0,0.07978703349940258,-0.2466801368544509,nan,1.0026334331737834,0.026081390161629112,1.4108241646030826e-15,1.0013158508551552,0.001,2,1,1,continuation,1.4052079600386226e-15,0.9973298157466475,1.550969823243661e-36,-0.003986035108507702,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.87628050700005,legacy,continuation,1.0013158508551552,0.0013158508551551762,6.282999341185258,0.005405952107983149,0.008039385281766544,1.0013158508551552,0.003986035108507702,False,True,dimensionless_x,1.0234868508263162e-16,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,global,,0,0.07978703349940258,-0.2466801368544509,nan,1.0026334331737834,0.026081390161629112,1.4108241646030826e-15,1.0013158508551552,0.003,2,1,1,continuation,1.3943490213028646e-15,0.9896228117468694,1.555039943420134e-36,-0.011693039108285785,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.89137070700053,legacy,continuation,1.0013158508551552,0.0013158508551551762,6.282999341185258,0.021484722671516233,0.024118155845299628,0.9973298157466475,0.007707003999778084,False,False,dimensionless_x,5.0133508455729725e-15,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,global,,0,0.07978703349940258,-0.2466801368544509,nan,1.0026334331737834,0.026081390161629112,1.4108241646030826e-15,1.0013158508551552,0.01,2,1,1,continuation,1.3597193873949772e-15,0.9650448365382903,1.5686130941350173e-36,-0.03627101431686486,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.90658803899987,legacy,continuation,1.0013158508551552,0.0013158508551551762,6.282999341185258,0.07776041964388204,0.08039385281766544,0.9896228117468694,0.024577975208579073,False,False,dimensionless_x,6.938893903907228e-17,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.08,0.08,17,0.0795932303489453,-0.24610669373518423,0.015263849903595696,1.000198030958907,0.01141587798684425,1.4091096729507843e-15,1.0000990105779062,0.0,2,1,1,closest_to_a_nc,1.4091096729507843e-15,1.0000990105779062,1.54581297848497e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17; no-contact case,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.91772634100016,legacy,continuation,1.0000990105779062,9.901057790617784e-05,6.282999341185258,-0.00019803095890691402,0.0,nan,nan,True,True,dimensionless_x,0.0,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.08,0.08,17,0.0795932303489453,-0.24610669373518423,0.015263849903595696,1.000198030958907,0.01141587798684425,1.4091096729507843e-15,1.0000990105779062,0.001,2,1,1,continuation,1.4035096863679038e-15,0.9961244859910013,1.547876068251145e-36,-0.003974524586904837,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.933296860000155,legacy,continuation,1.0000990105779062,9.901057790617784e-05,6.282999341185258,0.00784135432285963,0.008039385281766544,1.0000990105779062,0.003974524586904837,False,True,dimensionless_x,-1.8041124150158794e-16,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.08,0.08,17,0.0795932303489453,-0.24610669373518423,0.015263849903595696,1.000198030958907,0.01141587798684425,1.4091096729507843e-15,1.0000990105779062,0.003,2,1,1,continuation,1.392681203669145e-15,0.9884390978051331,1.5519318958163257e-36,-0.011659912772773118,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.94787230200018,legacy,continuation,1.0000990105779062,9.901057790617784e-05,6.282999341185258,0.023920124886392714,0.024118155845299628,0.9961244859910013,0.00768538818586828,False,False,dimensionless_x,5.131312041939395e-15,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.08,0.08,17,0.0795932303489453,-0.24610669373518423,0.015263849903595696,1.000198030958907,0.01141587798684425,1.4091096729507843e-15,1.0000990105779062,0.01,2,1,1,continuation,1.3581414922299906e-15,0.9639249440106958,1.5654587074440443e-36,-0.03617406656721034,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.9635684900004,legacy,continuation,1.0000990105779062,9.901057790617784e-05,6.282999341185258,0.08019582185875852,0.08039385281766544,0.9884390978051331,0.02451415379443722,False,False,dimensionless_x,0.0,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.12,0.12,18,0.07964105459488269,-0.24673127012630724,0.014833798404438435,1.0007990081577083,0.014455387009995126,1.4095329469365045e-15,1.000399424308965,0.0,2,1,1,closest_to_a_nc,1.4095329469365045e-15,1.000399424308965,1.5419788249232293e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=18; no-contact case,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.974178016000224,legacy,continuation,1.000399424308965,0.0003994243089648908,6.282999341185258,-0.0007990081577082808,0.0,nan,nan,True,True,dimensionless_x,0.0,1e-14,1e-13
32000,32000,32000,16.3724604307158,0.9999704050183138,plateau_0.12,0.12,18,0.07964105459488269,-0.24673127012630724,0.014833798404438435,1.0007990081577083,0.014455387009995126,1.4095329469365045e-15,1.000399424308965,0.001,2,1,1,continuation,1.4039289605036898e-15,0.9964220608756321,1.5440437269213944e-36,-0.00397736343333277,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=18,local_cpp_scan,52.704756686999644,11.144186802999684,0.0011450230003902107,63.989196604000426,legacy,continuation,1.000399424308965,0.0003994243089648908,6.282999341185258,0.007240377124058263,0.008039385281766544,1.000399424308965,0.00397736343333277,False,True,dimensionless_x,-1.1449174941446927e-16,1e-14,1e-13
