a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.04813424058446799,0.1286535241954277,0.04907605264948002,0.04624721183210306,0,0,0,1,1,1,1,1,1
0.052570961010589015,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.05741663123835939,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.06270894576375961,0.22517001198895906,0.1455925404430114,0.0848669506889979,0,0,0,0,1,1,1,1,1
0.0684890735312758,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.07480197818735067,0.17992820307559024,0.10035073152964256,0.074104238702931,0,0,0,0,1,1,1,1,1
0.08169676785284233,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.0892270771353728,0.1497297241335603,0.07015225258761264,0.06660237801269751,0,0,0,0,0,1,1,1,1
0.09745148435324273,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.10643396721649917,0.12812775733355034,0.04855028578760266,0.061060203284233616,0,0,0,0,0,0,1,1,1
0.11624440050990224,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.1269590996492691,0.11189884635354952,0.032321374807601846,0.05679405575044043,0,0,0,0,0,0,0,1,1
0.13866141433952328,0.09925216997758234,0.019674698431634663,0.053408546125815845,0,0,0,0,0,0,0,1,1
0.15144237695251836,0.08911325626638165,0.009535784720433982,0.05065828458793362,0,0,0,0,0,0,0,0,1
0.1654014106683712,0.08079838918040068,0.001220917634453006,0.04838249984240407,0,0,0,0,0,0,0,0,0
0.18064710288893968,0.07385179734885226,-0.0057256741970954095,0.04647123887351641,0,0,0,0,0,0,0,0,0
0.1972980499398332,0.06795797422338462,-0.011619497322563052,0.044846629470372074,0,0,0,0,0,0,0,0,0
0.21548377963189708,0.06289156992231955,-0.016685901623628124,0.0434518935935246,0,0,0,0,0,0,0,0,0
0.23534575885878237,0.1131086301120149,0.033531158566067226,0.08169682856247444,0,0,0,0,0,0,0,0,0
0.2570384940687079,0.05119870685263199,-0.028378764693315683,0.04027006799682371,0,0,0,0,0,0,0,0,0
0.28073073317099084,0.09355028040247812,0.013972808856530447,0.07666893397779105,0,0,0,0,0,0,0,0,0
0.3066067782269832,0.0493782110346132,-0.030199260511334473,0.04382805871162876,0,0,0,0,0,0,0,0,0
0.33486791913684455,0.07494189976239868,-0.004635571783548995,0.06956737017624047,0,0,0,0,0,0,0,0,0
