a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.04453266990576427,0.11875708636808885,0.039179614822141176,0.05813968299646365,0,0,0,1,1,1,1,1,1
0.04880569307895028,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.053488723715807845,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.05862110307741911,0.2167766108244074,0.13719913927845973,0.11267797885539037,0,0,0,1,1,1,1,1,1
0.06424594731913197,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.07041050970128557,0.1732642684053134,0.09368679685936572,0.10149727339500868,0,0,0,0,1,1,1,1,1
0.07716657755497802,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.08457090733771123,0.14422838226699053,0.06465091072104286,0.09403222214950177,0,0,0,0,0,1,1,1,1
0.09268570143373359,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.10157913070459072,0.12346510792869939,0.04388763638275171,0.08885000485826283,0,0,0,0,0,0,1,1,1
0.1113259071797336,0.10787244723860023,0.02829497569265256,0.08519887686906799,0,0,0,0,0,0,1,1,1
0.12200791169824962,0.09572703305726385,0.016149561511316177,0.08264779053848664,0,0,0,0,0,0,0,1,1
0.13371488177441773,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.14654516546571641,0.08599484925778349,0.006417377711835814,0.08093436756525842,0,0,0,0,0,0,0,0,1
0.16060654757638862,0.07801791156616665,-0.0015595599797810222,0.07989292693427212,0,0,0,0,0,0,0,0,0
0.17601715513734423,0.13486552028041152,0.05528804873446384,0.15009857679980543,0,0,0,0,0,0,0,0,0
0.19290644976916674,0.06306126865104422,-0.01651620289490345,0.08257903229801106,0,0,0,0,0,0,0,0,0
0.21141631526487997,0.056644688113041776,-0.022932783432905897,0.08085327463371854,0,0,0,0,0,0,0,0,0
0.23170224952905258,0.10262610854451762,0.023048636998569946,0.15937178653826406,0,0,0,0,0,0,0,0,0
0.2539346708864978,0.04676336241945322,-0.032814109126494455,0.08638838369049513,0,0,0,0,0,0,0,0,0
0.27830034973462175,0.08593591136290882,0.006358439816961145,0.17376515500891757,0,0,0,0,0,0,0,0,0
0.30500397756646397,0.07733787841590421,-0.00223959313004346,0.1892678080246199,0,0,0,0,0,0,0,0,0
0.3342698865454968,0.07020773171903874,-0.009369739826908932,0.21192979712892063,0,0,0,0,0,0,0,0,0
